ch_1_SPECTRO_GRAPH;ch_1_SPECTRO;1
250833;63;7.93725
251167;88;9.38083
251500;90;9.48683
251833;55;7.4162
252167;93;9.64365
252500;65;8.06226
252833;78;8.83176
253167;92;9.59166
253500;67;8.18535
253833;96;9.79796
254167;69;8.30662
254500;94;9.69536
254833;94;9.69536
255167;45;6.7082
255500;82;9.05539
255833;62;7.87401
256167;96;9.79796
256500;106;10.2956
256833;75;8.66025
257167;81;9
257500;102;10.0995
257833;72;8.48528
258167;93;9.64365
258500;63;7.93725
258833;98;9.89949
259167;124;11.1355
259500;68;8.24621
259833;99;9.94987
260167;52;7.2111
260500;104;10.198
260833;120;10.9545
261167;85;9.21954
261500;142;11.9164
261833;89;9.43398
262167;143;11.9583
262500;119;10.9087
262833;93;9.64365
263167;159;12.6095
263500;104;10.198
263833;170;13.0384
264167;161;12.6886
264500;96;9.79796
264833;166;12.8841
265167;142;11.9164
265500;182;13.4907
265833;204;14.2829
266167;149;12.2066
266500;228;15.0997
266833;136;11.6619
267167;260;16.1245
267500;256;16
267833;161;12.6886
268167;289;17
268500;183;13.5277
268833;281;16.7631
269167;306;17.4929
269500;233;15.2643
269833;296;17.2047
270167;247;15.7162
270500;390;19.7484
270833;379;19.4679
271167;261;16.1555
271500;441;21
271833;303;17.4069
272167;471;21.7025
272500;498;22.3159
272833;338;18.3848
273167;538;23.1948
273500;583;24.1454
273833;355;18.8414
274167;578;24.0416
274500;430;20.7364
274833;684;26.1534
275167;711;26.6646
275500;498;22.3159
275833;796;28.2135
276167;551;23.4734
276500;791;28.1247
276833;813;28.5132
277167;593;24.3516
277500;875;29.5804
277833;586;24.2074
278167;906;30.0998
278500;993;31.5119
278833;632;25.1396
279167;1023;31.9844
279500;743;27.258
279833;1108;33.2866
280167;1023;31.9844
280500;777;27.8747
280833;1124;33.5261
281167;788;28.0713
281500;1268;35.609
281833;1233;35.1141
282167;916;30.2655
282500;1364;36.9324
282833;870;29.4958
283167;1375;37.081
283500;1412;37.5766
283833;1009;31.7648
284167;1454;38.1314
284500;974;31.209
284833;1459;38.1969
285167;1564;39.5474
285500;1060;32.5576
285833;1545;39.3065
286167;1050;32.4037
286500;1601;40.0125
286833;1591;39.8873
287167;1052;32.4345
287500;1689;41.0974
287833;1150;33.9116
288167;1645;40.5586
288500;1624;40.2989
288833;1184;34.4093
289167;1691;41.1218
289500;1697;41.1947
289833;1126;33.5559
290167;1623;40.2865
290500;1127;33.5708
290833;1714;41.4005
291167;1738;41.6893
291500;1082;32.8938
291833;1638;40.4722
292167;1092;33.0454
292500;1653;40.6571
292833;1559;39.4842
293167;1028;32.0624
293500;1563;39.5348
293833;986;31.4006
294167;1550;39.37
294500;1417;37.6431
294833;967;31.0966
295167;1381;37.1618
295500;930;30.4959
