ch_1_SPECTRO_GRAPH;ch_1_SPECTRO;1
213167;3785;61.5224
213500;5390;73.4166
213833;3720;60.9918
214167;5706;75.5381
214500;5560;74.5654
214833;3566;59.716
215167;5737;75.743
215500;3764;61.3514
215833;5661;75.2396
216167;5628;75.02
216500;3671;60.5888
216833;6023;77.608
217167;3732;61.0901
217500;5616;74.94
217833;5688;75.4188
218167;3775;61.441
218500;5613;74.92
218833;3832;61.9032
219167;5587;74.7462
219500;5654;75.1931
219833;3861;62.1369
220167;5692;75.4453
220500;3647;60.3904
220833;5123;71.5751
221167;5332;73.0205
221500;3697;60.803
221833;5747;75.809
222167;4048;63.6239
222500;5679;75.3591
222833;5686;75.4056
223167;3821;61.8142
223500;5747;75.809
223833;3795;61.6036
224167;5775;75.9934
224500;5564;74.5922
224833;3751;61.2454
225167;5820;76.2889
225500;5929;77
225833;3816;61.7738
226167;5872;76.629
226500;4076;63.8436
226833;5808;76.2102
227167;5632;75.0467
227500;3883;62.3137
227833;5758;75.8815
228167;4061;63.726
228500;5729;75.6902
228833;5667;75.2795
229167;3757;61.2944
229500;5762;75.9078
229833;3846;62.0161
230167;5889;76.7398
230500;5931;77.013
230833;3660;60.4979
231167;5780;76.0263
231500;3822;61.8223
231833;5802;76.1709
232167;5947;77.1168
232500;3770;61.4003
232833;5736;75.7364
233167;3967;62.9841
233500;6297;79.3536
233833;5708;75.5513
234167;3952;62.8649
234500;5993;77.4145
234833;3967;62.9841
235167;6076;77.9487
235500;5727;75.6769
235833;3882;62.3057
236167;5915;76.909
236500;3944;62.8013
236833;5823;76.3086
237167;5826;76.3282
237500;3771;61.4085
237833;5545;74.4648
238167;3977;63.0635
238500;5972;77.2787
238833;5976;77.3046
239167;3944;62.8013
239500;5783;76.046
239833;4078;63.8592
240167;5847;76.4657
240500;5953;77.1557
240833;3901;62.458
241167;5970;77.2658
241500;5978;77.3175
241833;4263;65.2917
242167;5789;76.0855
242500;3967;62.9841
242833;6022;77.6015
243167;5960;77.201
243500;3798;61.6279
243833;5741;75.7694
244167;3981;63.0952
244500;5915;76.909
244833;5836;76.3937
245167;3773;61.4248
245500;5871;76.6225
245833;3909;62.522
246167;5683;75.3857
246500;5710;75.5645
246833;3948;62.8331
247167;5701;75.505
247500;3656;60.4649
247833;5601;74.8398
248167;5554;74.5252
248500;3830;61.887
248833;5614;74.9266
249167;3641;60.3407
249500;5604;74.8599
249833;5747;75.809
250167;3702;60.8441
250500;5449;73.8173
250833;3811;61.7333
251167;5335;73.0411
251500;5403;73.5051
251833;3575;59.7913
252167;5294;72.7599
252500;3495;59.1185
252833;5382;73.3621
253167;5179;71.9653
253500;3370;58.0517
253833;5156;71.8053
254167;3404;58.3438
254500;4692;68.4982
254833;5010;70.7814
255167;3217;56.7186
255500;4956;70.3989
255833;3276;57.2364
256167;4900;70
256500;4741;68.8549
256833;3208;56.6392
257167;4602;67.838
257500;4549;67.4463
257833;3022;54.9727
258167;4765;69.029
258500;2888;53.7401
258833;4386;66.2269
259167;4303;65.5973
259500;2861;53.4883
259833;4148;64.405
260167;2676;51.7301
260500;4164;64.5291
260833;4116;64.1561
261167;2607;51.0588
261500;3889;62.3618
261833;2638;51.3615
262167;3900;62.45
262500;3727;61.0492
262833;2465;49.6488
263167;3725;61.0328
263500;2365;48.6313
263833;3443;58.6771
264167;3479;58.983
264500;2344;48.4149
264833;3467;58.8812
265167;2258;47.5184
265500;3259;57.0877
265833;3187;56.4535
266167;2303;47.9896
266500;3135;55.9911
266833;2059;45.3762
267167;3175;56.3471
267500;2944;54.2586
267833;1969;44.3734
268167;2888;53.7401
